Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Escherichia phage vB_EcoS_SA12KD, complete genome",NC_105617.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_105617.1
"Escherichia phage vB_EcoS_SA12KD, complete genome",NC_105617.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_105617.1
"Escherichia phage LHE71, complete genome",NC_109358.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_109358.1
"Escherichia phage LHE71, complete genome",NC_109358.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_109358.1
"Escherichia phage LHE71, complete genome",NC_109358.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_109358.1
"Escherichia phage LHE71, complete genome",NC_109358.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_109358.1
"Escherichia phage Lg3, complete genome",NC_107631.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_107631.1
"Escherichia phage Lg3, complete genome",NC_107631.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_107631.1
"Escherichia phage Lg3, complete genome",NC_107631.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_107631.1
"Escherichia phage Lg3, complete genome",NC_107631.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_107631.1
"Escherichia phage LeonhardEuler, complete genome",NC_105106.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_105106.1
"Escherichia phage LeonhardEuler, complete genome",NC_105106.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_105106.1
"Escherichia phage LeonhardEuler, complete genome",NC_105106.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_105106.1
"Escherichia phage LeonhardEuler, complete genome",NC_105106.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_105106.1
"Escherichia phage CLB_P3, complete genome",NC_105788.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_105788.1
"Escherichia phage CLB_P3, complete genome",NC_105788.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_105788.1
"Escherichia phage CLB_P3, complete genome",NC_105788.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_105788.1
"Escherichia phage CLB_P3, complete genome",NC_105788.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_105788.1
"Escherichia phage vB_EcoS_Chapo, complete genome",NC_129764.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_129764.1
"Escherichia phage vB_EcoS_Chapo, complete genome",NC_129764.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_129764.1
"Escherichia phage vB_EcoS_Chapo, complete genome",NC_129764.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_129764.1
"Escherichia phage vB_EcoS_Chapo, complete genome",NC_129764.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_129764.1
"Escherichia phage BrunoManser, complete genome",NC_105105.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_105105.1
"Escherichia phage BrunoManser, complete genome",NC_105105.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_105105.1
"Escherichia phage BrunoManser, complete genome",NC_105105.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_105105.1
"Escherichia phage BrunoManser, complete genome",NC_105105.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_105105.1
"Erwinia amylovora ATCC 49946, complete sequence",NC_013971.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_013971.1
"Erwinia amylovora ATCC 49946, complete sequence",NC_013971.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_013971.1
"Erwinia amylovora ATCC 49946, complete sequence",NC_013971.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_013971.1
"Erwinia amylovora ATCC 49946, complete sequence",NC_013971.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_013971.1
"Escherichia phage orkinos, complete genome",NC_101840.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_101840.1
"Escherichia phage orkinos, complete genome",NC_101840.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_101840.1
"Escherichia phage orkinos, complete genome",NC_101840.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_101840.1
"Escherichia phage orkinos, complete genome",NC_101840.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_101840.1
"Escherichia phage JLBYU26, complete genome",NC_105436.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:NC_105436.1
"Escherichia phage JLBYU26, complete genome",NC_105436.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:NC_105436.1
"Escherichia phage JLBYU26, complete genome",NC_105436.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:NC_105436.1
"Escherichia phage JLBYU26, complete genome",NC_105436.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:NC_105436.1
"Bacillus phage PBC_MG99, complete genome",PQ634339.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PQ634339.1
"Bacillus phage PBC_MG99, complete genome",PQ634339.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PQ634339.1
"Bacillus phage PBC_MG99, complete genome",PQ634339.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PQ634339.1
"Bacillus phage PBC_MG99, complete genome",PQ634339.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PQ634339.1
"Bacillus phage PBC_MG88, complete genome",PQ618007.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PQ618007.1
"Bacillus phage PBC_MG88, complete genome",PQ618007.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PQ618007.1
"Bacillus phage PBC_MG88, complete genome",PQ618007.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PQ618007.1
"Bacillus phage PBC_MG88, complete genome",PQ618007.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PQ618007.1
"Bacillus phage GH_01, complete genome",PX974340.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX974340.1
"Bacillus phage GH_01, complete genome",PX974340.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX974340.1
"Bacillus phage GH_01, complete genome",PX974340.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX974340.1
"Bacillus phage GH_01, complete genome",PX974340.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX974340.1
"Bacillus phage Wyvern, complete genome",PX866600.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX866600.1
"Bacillus phage Wyvern, complete genome",PX866600.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX866600.1
"Bacillus phage Wyvern, complete genome",PX866600.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX866600.1
"Bacillus phage Wyvern, complete genome",PX866600.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX866600.1
"Priestia phage Salamander, complete genome",PX866599.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX866599.1
"Priestia phage Salamander, complete genome",PX866599.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX866599.1
"Priestia phage Salamander, complete genome",PX866599.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX866599.1
"Priestia phage Salamander, complete genome",PX866599.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX866599.1
"Bacillus phage HRZ04p, complete genome",PX872532.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX872532.1
"Bacillus phage HRZ04p, complete genome",PX872532.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX872532.1
"Bacillus phage HRZ04p, complete genome",PX872532.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX872532.1
"Bacillus phage HRZ04p, complete genome",PX872532.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX872532.1
"Bacillus phage MAC24, complete genome",OM373206.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:OM373206.1
"Bacillus phage MAC24, complete genome",OM373206.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:OM373206.1
"Bacillus phage MAC24, complete genome",OM373206.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:OM373206.1
"Bacillus phage MAC24, complete genome",OM373206.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:OM373206.1
"Bacillus phage WAH1, complete genome",PX842512.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX842512.1
"Bacillus phage WAH1, complete genome",PX842512.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX842512.1
"Bacillus phage WAH1, complete genome",PX842512.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX842512.1
"Bacillus phage WAH1, complete genome",PX842512.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX842512.1
"Bacillus phage MBMR7, complete genome",PX674298.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX674298.1
"Bacillus phage MBMR7, complete genome",PX674298.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX674298.1
"Bacillus phage MBMR7, complete genome",PX674298.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX674298.1
"Bacillus phage MBMR7, complete genome",PX674298.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX674298.1
"Bacillus phage P37, complete genome",PX654436.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX654436.1
"Bacillus phage P37, complete genome",PX654436.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX654436.1
"Bacillus phage P37, complete genome",PX654436.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX654436.1
"Bacillus phage P37, complete genome",PX654436.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX654436.1
"Bacillus phage vB_Bl_WP7, complete genome",PX516693.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX516693.1
"Bacillus phage vB_Bl_WP7, complete genome",PX516693.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX516693.1
"Bacillus phage vB_Bl_WP7, complete genome",PX516693.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX516693.1
"Bacillus phage vB_Bl_WP7, complete genome",PX516693.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX516693.1
"Bacillus phage CM2 DNA, complete genome",LC901396.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:LC901396.1
"Bacillus phage CM2 DNA, complete genome",LC901396.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:LC901396.1
"Bacillus phage CM2 DNA, complete genome",LC901396.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:LC901396.1
"Bacillus phage CM2 DNA, complete genome",LC901396.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:LC901396.1
"Bacillus phage Novomoskovsk, complete genome",NC_102382.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_102382.1
"Bacillus phage Novomoskovsk, complete genome",NC_102382.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_102382.1
"Bacillus phage Novomoskovsk, complete genome",NC_102382.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_102382.1
"Bacillus phage Novomoskovsk, complete genome",NC_102382.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_102382.1
"Bacillus phage Bolokhovo, complete genome",NC_102606.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_102606.1
"Bacillus phage Bolokhovo, complete genome",NC_102606.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_102606.1
"Bacillus phage Bolokhovo, complete genome",NC_102606.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_102606.1
"Bacillus phage Bolokhovo, complete genome",NC_102606.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_102606.1
"Bacillus phage B13S, complete genome",OL333533.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:OL333533.1
"Bacillus phage B13S, complete genome",OL333533.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:OL333533.1
"Bacillus phage B13S, complete genome",OL333533.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:OL333533.1
"Bacillus phage B13S, complete genome",OL333533.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:OL333533.1
"Bacillus phage JBA6, complete genome",OK625815.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:OK625815.1
"Bacillus phage JBA6, complete genome",OK625815.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:OK625815.1
"Bacillus phage JBA6, complete genome",OK625815.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:OK625815.1
"Bacillus phage JBA6, complete genome",OK625815.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:OK625815.1
"Bacillus phage BCC348, complete genome",OK513034.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:OK513034.1
"Bacillus phage BCC348, complete genome",OK513034.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:OK513034.1
"Bacillus phage BCC348, complete genome",OK513034.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:OK513034.1
"Bacillus phage BCC348, complete genome",OK513034.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:OK513034.1
"Enterococcus phage PEf771, complete genome",NC_129615.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_129615.1
"Enterococcus phage PEf771, complete genome",NC_129615.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_129615.1
"Enterococcus phage PEf771, complete genome",NC_129615.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_129615.1
"Enterococcus phage PEf771, complete genome",NC_129615.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_129615.1
"Atrivirus PS6, complete genome",NC_104266.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_104266.1
"Atrivirus PS6, complete genome",NC_104266.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_104266.1
"Atrivirus PS6, complete genome",NC_104266.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_104266.1
"Atrivirus PS6, complete genome",NC_104266.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_104266.1
"Ruminococcus phage phiRg507T2_3, complete genome",NC_104263.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_104263.1
"Ruminococcus phage phiRg507T2_3, complete genome",NC_104263.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_104263.1
"Ruminococcus phage phiRg507T2_3, complete genome",NC_104263.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_104263.1
"Ruminococcus phage phiRg507T2_3, complete genome",NC_104263.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_104263.1
"Ruminococcus phage phiRg507T2_2, complete genome",NC_104262.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_104262.1
"Ruminococcus phage phiRg507T2_2, complete genome",NC_104262.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_104262.1
"Ruminococcus phage phiRg507T2_2, complete genome",NC_104262.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_104262.1
"Ruminococcus phage phiRg507T2_2, complete genome",NC_104262.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_104262.1
"Ruminococcus phage phiRgIBDN1, complete genome",NC_104265.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_104265.1
"Ruminococcus phage phiRgIBDN1, complete genome",NC_104265.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_104265.1
"Ruminococcus phage phiRgIBDN1, complete genome",NC_104265.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_104265.1
"Ruminococcus phage phiRgIBDN1, complete genome",NC_104265.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_104265.1
"Ruminococcus phage phiRM10, complete genome",NC_104261.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_104261.1
"Ruminococcus phage phiRM10, complete genome",NC_104261.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_104261.1
"Ruminococcus phage phiRM10, complete genome",NC_104261.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_104261.1
"Ruminococcus phage phiRM10, complete genome",NC_104261.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_104261.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Bacillus phage B13, complete genome",NC_107481.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_107481.1
"Bacillus phage B13, complete genome",NC_107481.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_107481.1
"Bacillus phage B13, complete genome",NC_107481.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_107481.1
"Bacillus phage B13, complete genome",NC_107481.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_107481.1
"Bacillus phage 279BB001, complete genome",PV844446.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PV844446.1
"Bacillus phage 279BB001, complete genome",PV844446.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PV844446.1
"Bacillus phage 279BB001, complete genome",PV844446.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PV844446.1
"Bacillus phage 279BB001, complete genome",PV844446.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PV844446.1
"UNVERIFIED: Bacillus phage PHZU0001, complete genome",PX023499.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PX023499.1
"UNVERIFIED: Bacillus phage PHZU0001, complete genome",PX023499.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PX023499.1
"UNVERIFIED: Bacillus phage PHZU0001, complete genome",PX023499.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PX023499.1
"UNVERIFIED: Bacillus phage PHZU0001, complete genome",PX023499.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PX023499.1
"Bacillus phage TPL-01, complete genome",PQ338056.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PQ338056.1
"Bacillus phage TPL-01, complete genome",PQ338056.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:PQ338056.1
"Bacillus phage TPL-01, complete genome",PQ338056.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:PQ338056.1
"Bacillus phage TPL-01, complete genome",PQ338056.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:PQ338056.1
"Bacillus phage Bquatquinnuvirus eskimopiis B450T, complete genome",PV695473.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:PV695473.1
