phage_acc,host_acc,host_organism,label,source,confidence,notes
PP816325.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP816325.1
PP816325.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP816325.1
PP816325.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP816325.1
PP816325.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP816325.1
OQ818705.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:OQ818705.1
OQ818705.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:OQ818705.1
OQ818705.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:OQ818705.1
OQ818705.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:OQ818705.1
PP895208.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895208.1
PP895208.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895208.1
PP895209.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895209.1
PP895209.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895209.1
MK580972.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:MK580972.1
MK580972.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:MK580972.1
MK580972.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:MK580972.1
NC_013420.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
NC_013420.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
NC_013420.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
NC_013420.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
NC_070951.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
NC_070951.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
NC_070951.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
NC_070951.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
NC_073034.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
NC_073034.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
NC_073034.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
NC_073034.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
PP895211.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895211.1
PP895211.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895211.1
PP895211.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895211.1
PP895211.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895211.1
PP895210.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895210.1
PP895210.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895210.1
PP895210.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895210.1
PP895210.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895210.1
PP895209.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895209.1
PP895209.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:PP895209.1
PX853812.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Escherichia|NCBI:PX853812.1
NC_105105.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Escherichia|NCBI:NC_105105.1
PX853812.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Escherichia|NCBI:PX853812.1
PX943855.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
PX021573.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
PX021573.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
PX021573.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
PX021573.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
PZ051232.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
PZ051232.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
PZ051232.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
PZ051232.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
PZ051231.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
PZ051231.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
PZ051231.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
PZ051231.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
PX943855.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
PX021574.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
PX943855.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
PX943855.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
PX974351.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
PX974351.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
PX974351.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
PX974351.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
PZ025973.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
PZ025973.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
PZ025973.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
PZ025973.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
PX787798.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
PX787798.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
PX021574.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
PX021574.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
PX787798.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
PZ125038.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
NC_130781.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
NC_130781.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
NC_111484.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
NC_111484.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
NC_111484.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
NC_111484.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
NC_112025.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
NC_112025.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
NC_112025.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
NC_112025.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
PZ125038.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
PZ125038.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
PZ125038.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
PX021574.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
PV985310.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
PV985310.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
PV985310.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
PV985310.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
PX102495.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
PX102495.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
PX102495.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
PX102495.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
PX021575.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
PX021575.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
PX021575.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
PX021575.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
PX787798.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
PX872122.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
KX356065.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356065.1
OQ863049.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:OQ863049.1
PX667142.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX667142.1
PX667142.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX667142.1
PX667142.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX667142.1
PX667142.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX667142.1
PP952055.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PP952055.1
PP952055.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PP952055.1
PP952055.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PP952055.1
PP952055.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PP952055.1
PX655697.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX655697.1
PX655697.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX655697.1
PX655697.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX655697.1
PX655697.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX655697.1
OQ863049.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:OQ863049.1
PX842636.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
OQ863049.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:OQ863049.1
OQ863049.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:OQ863049.1
KX356067.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356067.1
KX356067.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356067.1
KX356067.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356067.1
KX356067.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356067.1
KX356066.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356066.1
KX356066.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356066.1
KX356066.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356066.1
KX356066.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356066.1
KX356065.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356065.1
KX356065.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356065.1
PX842636.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
PX842636.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
PX872122.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
PX376716.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
PX872122.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
PX872122.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
PX866612.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
PX866612.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
PX866612.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
PX866612.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
PX866611.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
PX866611.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
PX866611.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
PX866611.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
PX376716.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
PX376716.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
PX376716.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
PX842636.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
PX278216.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
PX278216.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
PX278216.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
PX278216.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
PX848770.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
PX848770.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
PX848770.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
PX848770.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
PX842708.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
PX842708.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
PX842708.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
PX842708.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
NC_130781.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
NC_130781.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
NC_101820.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
PZ014354.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ014354.1
PZ048998.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ048998.1
PZ048998.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ048998.1
PZ048998.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ048998.1
PZ049449.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ049449.1
PZ049449.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ049449.1
PZ049449.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ049449.1
PZ049449.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ049449.1
OM967031.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:OM967031.1
OM967031.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:OM967031.1
OM967031.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:OM967031.1
OM967031.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:OM967031.1
PZ014354.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ014354.1
PZ014354.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ014354.1
PX237226.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX237226.1
PZ014354.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ014354.1
PZ020098.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020098.1
